Title,KAZ index,Sanskrit,Devanagari/Hindi,Bengali,Gujarati,Kannada,Malayalam,Telugu
Chapter 2.8,kośapūrvāḥ sarvārambhāḥ || KAZ_02.8.01 ||,कोशपूर्वाः सर्वारम्भाः ॥ कZ_०२.८.०१ ॥,কোশপূর্বাঃ সর্বারম্ভাঃ ॥ কZ_০২.৮.০১ ॥,કોશપૂર્વાઃ સર્વારમ્ભાઃ ॥ કZ_૦૨.૮.૦૧ ॥,ಕೋಶಪೂರ್ವಾಃ ಸರ್ವಾರಮ್ಭಾಃ ॥ ಕZ_೦೨.೮.೦೧ ॥,കോശപൂര്വാഃ സര്വാരമ്ഭാഃ ॥ കZ_൦൨.൮.൦൧ ॥,కోశపూర్వాః సర్వారమ్భాః ॥ కZ_౦౨.౮.౦౧ ॥
Chapter 2.8,tasmātpūrvaṃ kośamavekṣeta || KAZ_02.8.02 ||,तस्मात्पूर्वं कोशमवेक्षेत ॥ कZ_०२.८.०२ ॥,তস্মাত্পূর্বং কোশমবেক্ষেত ॥ কZ_০২.৮.০২ ॥,તસ્માત્પૂર્વં કોશમવેક્ષેત ॥ કZ_૦૨.૮.૦૨ ॥,ತಸ್ಮಾತ್ಪೂರ್ವಂ ಕೋಶಮವೇಕ್ಷೇತ ॥ ಕZ_೦೨.೮.೦೨ ॥,തസ്മാത്പൂര്വം കോശമവേക്ഷേത ॥ കZ_൦൨.൮.൦൨ ॥,తస్మాత్పూర్వం కోశమవేక్షేత ॥ కZ_౦౨.౮.౦౨ ॥
Chapter 2.8,pracārasamṛddhiścaritrānugrahaścoranigraho yuktapratiṣedhaḥ sasyasampatpaṇyabāhulyamupasargapramokṣaḥ parihārakṣayo hiraṇyopāyanamiti kośavṛddhiḥ || KAZ_02.8.03 ||,प्रचारसमृद्धिश्चरित्रानुग्रहश्चोरनिग्रहो युक्तप्रतिषेधः सस्यसम्पत्पण्यबाहुल्यमुपसर्गप्रमोक्षः परिहारक्षयो हिरण्योपायनमिति कोशवृद्धिः ॥ कZ_०२.८.०३ ॥,প্রচারসমৃদ্ধিশ্চরিত্রানুগ্রহশ্চোরনিগ্রহো যুক্তপ্রতিষেধঃ সস্যসম্পত্পণ্যবাহুল্যমুপসর্গপ্রমোক্ষঃ পরিহারক্ষযো হিরণ্যোপাযনমিতি কোশবৃদ্ধিঃ ॥ কZ_০২.৮.০৩ ॥,પ્રચારસમૃદ્ધિશ્ચરિત્રાનુગ્રહશ્ચોરનિગ્રહો યુક્તપ્રતિષેધઃ સસ્યસમ્પત્પણ્યબાહુલ્યમુપસર્ગપ્રમોક્ષઃ પરિહારક્ષયો હિરણ્યોપાયનમિતિ કોશવૃદ્ધિઃ ॥ કZ_૦૨.૮.૦૩ ॥,ಪ್ರಚಾರಸಮೃದ್ಧಿಶ್ಚರಿತ್ರಾನುಗ್ರಹಶ್ಚೋರನಿಗ್ರಹೋ ಯುಕ್ತಪ್ರತಿಷೇಧಃ ಸಸ್ಯಸಮ್ಪತ್ಪಣ್ಯಬಾಹುಲ್ಯಮುಪಸರ್ಗಪ್ರಮೋಕ್ಷಃ ಪರಿಹಾರಕ್ಷಯೋ ಹಿರಣ್ಯೋಪಾಯನಮಿತಿ ಕೋಶವೃದ್ಧಿಃ ॥ ಕZ_೦೨.೮.೦೩ ॥,പ്രചാരസമൃദ്ധിശ്ചരിത്രാനുഗ്രഹശ്ചോരനിഗ്രഹോ യുക്തപ്രതിഷേധഃ സസ്യസമ്പത്പണ്യബാഹുല്യമുപസര്ഗപ്രമോക്ഷഃ പരിഹാരക്ഷയോ ഹിരണ്യോപായനമിതി കോശവൃദ്ധിഃ ॥ കZ_൦൨.൮.൦൩ ॥,ప్రచారసమృద్ధిశ్చరిత్రానుగ్రహశ్చోరనిగ్రహో యుక్తప్రతిషేధః సస్యసమ్పత్పణ్యబాహుల్యముపసర్గప్రమోక్షః పరిహారక్షయో హిరణ్యోపాయనమితి కోశవృద్ధిః ॥ కZ_౦౨.౮.౦౩ ॥
Chapter 2.8,pratibandhaḥ prayogo vyavahāro'vastāraḥ parihāpaṇamupabhogaḥ parivartanamapahāraśceti kośakṣayaḥ || KAZ_02.8.04 ||,प्रतिबन्धः प्रयोगो व्यवहारोऽवस्तारः परिहापणमुपभोगः परिवर्तनमपहारश्चेति कोशक्षयः ॥ कZ_०२.८.०४ ॥,প্রতিবন্ধঃ প্রযোগো ব্যবহারোঽবস্তারঃ পরিহাপণমুপভোগঃ পরিবর্তনমপহারশ্চেতি কোশক্ষযঃ ॥ কZ_০২.৮.০৪ ॥,પ્રતિબન્ધઃ પ્રયોગો વ્યવહારોઽવસ્તારઃ પરિહાપણમુપભોગઃ પરિવર્તનમપહારશ્ચેતિ કોશક્ષયઃ ॥ કZ_૦૨.૮.૦૪ ॥,ಪ್ರತಿಬನ್ಧಃ ಪ್ರಯೋಗೋ ವ್ಯವಹಾರೋಽವಸ್ತಾರಃ ಪರಿಹಾಪಣಮುಪಭೋಗಃ ಪರಿವರ್ತನಮಪಹಾರಶ್ಚೇತಿ ಕೋಶಕ್ಷಯಃ ॥ ಕZ_೦೨.೮.೦೪ ॥,പ്രതിബന്ധഃ പ്രയോഗോ വ്യവഹാരോഽവസ്താരഃ പരിഹാപണമുപഭോഗഃ പരിവര്തനമപഹാരശ്ചേതി കോശക്ഷയഃ ॥ കZ_൦൨.൮.൦൪ ॥,ప్రతిబన్ధః ప్రయోగో వ్యవహారోఽవస్తారః పరిహాపణముపభోగః పరివర్తనమపహారశ్చేతి కోశక్షయః ॥ కZ_౦౨.౮.౦౪ ॥
Chapter 2.8,siddhīnāmasādhanamanavatāraṇamapraveśanaṃ vā pratibandhaḥ || KAZ_02.8.05 ||,सिद्धीनामसाधनमनवतारणमप्रवेशनं वा प्रतिबन्धः ॥ कZ_०२.८.०५ ॥,সিদ্ধীনামসাধনমনবতারণমপ্রবেশনং বা প্রতিবন্ধঃ ॥ কZ_০২.৮.০৫ ॥,સિદ્ધીનામસાધનમનવતારણમપ્રવેશનં વા પ્રતિબન્ધઃ ॥ કZ_૦૨.૮.૦૫ ॥,ಸಿದ್ಧೀನಾಮಸಾಧನಮನವತಾರಣಮಪ್ರವೇಶನಂ ವಾ ಪ್ರತಿಬನ್ಧಃ ॥ ಕZ_೦೨.೮.೦೫ ॥,സിദ്ധീനാമസാധനമനവതാരണമപ്രവേശനം വാ പ്രതിബന്ധഃ ॥ കZ_൦൨.൮.൦൫ ॥,సిద్ధీనామసాధనమనవతారణమప్రవేశనం వా ప్రతిబన్ధః ॥ కZ_౦౨.౮.౦౫ ॥
Chapter 2.8,tatra daśabandho daṇḍaḥ || KAZ_02.8.06 ||,तत्र दशबन्धो दण्डः ॥ कZ_०२.८.०६ ॥,তত্র দশবন্ধো দণ্ডঃ ॥ কZ_০২.৮.০৬ ॥,તત્ર દશબન્ધો દણ્ડઃ ॥ કZ_૦૨.૮.૦૬ ॥,ತತ್ರ ದಶಬನ್ಧೋ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೦೬ ॥,തത്ര ദശബന്ധോ ദണ്ഡഃ ॥ കZ_൦൨.൮.൦൬ ॥,తత్ర దశబన్ధో దణ్డః ॥ కZ_౦౨.౮.౦౬ ॥
Chapter 2.8,kośadravyāṇāṃ vṛddhiprayogāḥ prayogaḥ || KAZ_02.8.07 ||,कोशद्रव्याणां वृद्धिप्रयोगाः प्रयोगः ॥ कZ_०२.८.०७ ॥,কোশদ্রব্যাণাং বৃদ্ধিপ্রযোগাঃ প্রযোগঃ ॥ কZ_০২.৮.০৭ ॥,કોશદ્રવ્યાણાં વૃદ્ધિપ્રયોગાઃ પ્રયોગઃ ॥ કZ_૦૨.૮.૦૭ ॥,ಕೋಶದ್ರವ್ಯಾಣಾಂ ವೃದ್ಧಿಪ್ರಯೋಗಾಃ ಪ್ರಯೋಗಃ ॥ ಕZ_೦೨.೮.೦೭ ॥,കോശദ്രവ്യാണാം വൃദ്ധിപ്രയോഗാഃ പ്രയോഗഃ ॥ കZ_൦൨.൮.൦൭ ॥,కోశద్రవ్యాణాం వృద్ధిప్రయోగాః ప్రయోగః ॥ కZ_౦౨.౮.౦౭ ॥
Chapter 2.8,paṇyavyavahāro vyavahāraḥ || KAZ_02.8.08 ||,पण्यव्यवहारो व्यवहारः ॥ कZ_०२.८.०८ ॥,পণ্যব্যবহারো ব্যবহারঃ ॥ কZ_০২.৮.০৮ ॥,પણ્યવ્યવહારો વ્યવહારઃ ॥ કZ_૦૨.૮.૦૮ ॥,ಪಣ್ಯವ್ಯವಹಾರೋ ವ್ಯವಹಾರಃ ॥ ಕZ_೦೨.೮.೦೮ ॥,പണ്യവ്യവഹാരോ വ്യവഹാരഃ ॥ കZ_൦൨.൮.൦൮ ॥,పణ్యవ్యవహారో వ్యవహారః ॥ కZ_౦౨.౮.౦౮ ॥
Chapter 2.8,tatra phaladviguṇo daṇḍaḥ || KAZ_02.8.09 ||,तत्र फलद्विगुणो दण्डः ॥ कZ_०२.८.०९ ॥,তত্র ফলদ্বিগুণো দণ্ডঃ ॥ কZ_০২.৮.০৯ ॥,તત્ર ફલદ્વિગુણો દણ્ડઃ ॥ કZ_૦૨.૮.૦૯ ॥,ತತ್ರ ಫಲದ್ವಿಗುಣೋ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೦೯ ॥,തത്ര ഫലദ്വിഗുണോ ദണ്ഡഃ ॥ കZ_൦൨.൮.൦൯ ॥,తత్ర ఫలద్విగుణో దణ్డః ॥ కZ_౦౨.౮.౦౯ ॥
Chapter 2.8,siddhaṃ kālamaprāptaṃ karotyaprāptaṃ prāptaṃ vetyavastāraḥ || KAZ_02.8.10 ||,सिद्धं कालमप्राप्तं करोत्यप्राप्तं प्राप्तं वेत्यवस्तारः ॥ कZ_०२.८.१० ॥,সিদ্ধং কালমপ্রাপ্তং করোত্যপ্রাপ্তং প্রাপ্তং বেত্যবস্তারঃ ॥ কZ_০২.৮.১০ ॥,સિદ્ધં કાલમપ્રાપ્તં કરોત્યપ્રાપ્તં પ્રાપ્તં વેત્યવસ્તારઃ ॥ કZ_૦૨.૮.૧૦ ॥,ಸಿದ್ಧಂ ಕಾಲಮಪ್ರಾಪ್ತಂ ಕರೋತ್ಯಪ್ರಾಪ್ತಂ ಪ್ರಾಪ್ತಂ ವೇತ್ಯವಸ್ತಾರಃ ॥ ಕZ_೦೨.೮.೧೦ ॥,സിദ്ധം കാലമപ്രാപ്തം കരോത്യപ്രാപ്തം പ്രാപ്തം വേത്യവസ്താരഃ ॥ കZ_൦൨.൮.൧൦ ॥,సిద్ధం కాలమప్రాప్తం కరోత్యప్రాప్తం ప్రాప్తం వేత్యవస్తారః ॥ కZ_౦౨.౮.౧౦ ॥
Chapter 2.8,tatra pañcabandho daṇḍaḥ || KAZ_02.8.11 ||,तत्र पञ्चबन्धो दण्डः ॥ कZ_०२.८.११ ॥,তত্র পঞ্চবন্ধো দণ্ডঃ ॥ কZ_০২.৮.১১ ॥,તત્ર પઞ્ચબન્ધો દણ્ડઃ ॥ કZ_૦૨.૮.૧૧ ॥,ತತ್ರ ಪಞ್ಚಬನ್ಧೋ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೧೧ ॥,തത്ര പഞ്ചബന്ധോ ദണ്ഡഃ ॥ കZ_൦൨.൮.൧൧ ॥,తత్ర పఞ్చబన్ధో దణ్డః ॥ కZ_౦౨.౮.౧౧ ॥
Chapter 2.8,klṛptam (kḷptam) āyaṃ parihāpayati vyayaṃ vā vivardhayatīti parihāpaṇam || KAZ_02.8.12 ||,क्लृप्तम् (कॢप्तम्) आयं परिहापयति व्ययं वा विवर्धयतीति परिहापणम् ॥ कZ_०२.८.१२ ॥,ক্লৃপ্তম্ (কৢপ্তম্) আযং পরিহাপযতি ব্যযং বা বিবর্ধযতীতি পরিহাপণম্ ॥ কZ_০২.৮.১২ ॥,ક્લૃપ્તમ્ (કૢપ્તમ્) આયં પરિહાપયતિ વ્યયં વા વિવર્ધયતીતિ પરિહાપણમ્ ॥ કZ_૦૨.૮.૧૨ ॥,ಕ್ಲೃಪ್ತಮ್ (ಕೢಪ್ತಮ್) ಆಯಂ ಪರಿಹಾಪಯತಿ ವ್ಯಯಂ ವಾ ವಿವರ್ಧಯತೀತಿ ಪರಿಹಾಪಣಮ್ ॥ ಕZ_೦೨.೮.೧೨ ॥,ക്ലൃപ്തമ് (കൢപ്തമ്) ആയം പരിഹാപയതി വ്യയം വാ വിവര്ധയതീതി പരിഹാപണമ് ॥ കZ_൦൨.൮.൧൨ ॥,క్లృప్తమ్ (కౢప్తమ్) ఆయం పరిహాపయతి వ్యయం వా వివర్ధయతీతి పరిహాపణమ్ ॥ కZ_౦౨.౮.౧౨ ॥
Chapter 2.8,tatra hīnacaturguṇo daṇḍaḥ || KAZ_02.8.13 ||,तत्र हीनचतुर्गुणो दण्डः ॥ कZ_०२.८.१३ ॥,তত্র হীনচতুর্গুণো দণ্ডঃ ॥ কZ_০২.৮.১৩ ॥,તત્ર હીનચતુર્ગુણો દણ્ડઃ ॥ કZ_૦૨.૮.૧૩ ॥,ತತ್ರ ಹೀನಚತುರ್ಗುಣೋ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೧೩ ॥,തത്ര ഹീനചതുര്ഗുണോ ദണ്ഡഃ ॥ കZ_൦൨.൮.൧൩ ॥,తత్ర హీనచతుర్గుణో దణ్డః ॥ కZ_౦౨.౮.౧౩ ॥
Chapter 2.8,svayamanyairvā rājadravyāṇāmupabhojanamupabhogaḥ || KAZ_02.8.14 ||,स्वयमन्यैर्वा राजद्रव्याणामुपभोजनमुपभोगः ॥ कZ_०२.८.१४ ॥,স্বযমন্যৈর্বা রাজদ্রব্যাণামুপভোজনমুপভোগঃ ॥ কZ_০২.৮.১৪ ॥,સ્વયમન્યૈર્વા રાજદ્રવ્યાણામુપભોજનમુપભોગઃ ॥ કZ_૦૨.૮.૧૪ ॥,ಸ್ವಯಮನ್ಯೈರ್ವಾ ರಾಜದ್ರವ್ಯಾಣಾಮುಪಭೋಜನಮುಪಭೋಗಃ ॥ ಕZ_೦೨.೮.೧೪ ॥,സ്വയമന്യൈര്വാ രാജദ്രവ്യാണാമുപഭോജനമുപഭോഗഃ ॥ കZ_൦൨.൮.൧൪ ॥,స్వయమన్యైర్వా రాజద్రవ్యాణాముపభోజనముపభోగః ॥ కZ_౦౨.౮.౧౪ ॥
Chapter 2.8,tatra ratnopabhoge ghātaḥ sāropabhoge madhyamaḥ sāhasadaṇḍaḥ phalgukupyopabhoge tacca tāvacca daṇḍaḥ || KAZ_02.8.15 ||,तत्र रत्नोपभोगे घातः सारोपभोगे मध्यमः साहसदण्डः फल्गुकुप्योपभोगे तच्च तावच्च दण्डः ॥ कZ_०२.८.१५ ॥,তত্র রত্নোপভোগে ঘাতঃ সারোপভোগে মধ্যমঃ সাহসদণ্ডঃ ফল্গুকুপ্যোপভোগে তচ্চ তাবচ্চ দণ্ডঃ ॥ কZ_০২.৮.১৫ ॥,તત્ર રત્નોપભોગે ઘાતઃ સારોપભોગે મધ્યમઃ સાહસદણ્ડઃ ફલ્ગુકુપ્યોપભોગે તચ્ચ તાવચ્ચ દણ્ડઃ ॥ કZ_૦૨.૮.૧૫ ॥,ತತ್ರ ರತ್ನೋಪಭೋಗೇ ಘಾತಃ ಸಾರೋಪಭೋಗೇ ಮಧ್ಯಮಃ ಸಾಹಸದಣ್ಡಃ ಫಲ್ಗುಕುಪ್ಯೋಪಭೋಗೇ ತಚ್ಚ ತಾವಚ್ಚ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೧೫ ॥,തത്ര രത്നോപഭോഗേ ഘാതഃ സാരോപഭോഗേ മധ്യമഃ സാഹസദണ്ഡഃ ഫല്ഗുകുപ്യോപഭോഗേ തച്ച താവച്ച ദണ്ഡഃ ॥ കZ_൦൨.൮.൧൫ ॥,తత్ర రత్నోపభోగే ఘాతః సారోపభోగే మధ్యమః సాహసదణ్డః ఫల్గుకుప్యోపభోగే తచ్చ తావచ్చ దణ్డః ॥ కZ_౦౨.౮.౧౫ ॥
Chapter 2.8,rājadravyāṇāmanyadravyenādānaṃ parivartanam || KAZ_02.8.16 ||,राजद्रव्याणामन्यद्रव्येनादानं परिवर्तनम् ॥ कZ_०२.८.१६ ॥,রাজদ্রব্যাণামন্যদ্রব্যেনাদানং পরিবর্তনম্ ॥ কZ_০২.৮.১৬ ॥,રાજદ્રવ્યાણામન્યદ્રવ્યેનાદાનં પરિવર્તનમ્ ॥ કZ_૦૨.૮.૧૬ ॥,ರಾಜದ್ರವ್ಯಾಣಾಮನ್ಯದ್ರವ್ಯೇನಾದಾನಂ ಪರಿವರ್ತನಮ್ ॥ ಕZ_೦೨.೮.೧೬ ॥,രാജദ്രവ്യാണാമന്യദ്രവ്യേനാദാനം പരിവര്തനമ് ॥ കZ_൦൨.൮.൧൬ ॥,రాజద్రవ్యాణామన్యద్రవ్యేనాదానం పరివర్తనమ్ ॥ కZ_౦౨.౮.౧౬ ॥
Chapter 2.8,tadupabhogena vyākhyātam || KAZ_02.8.17 ||,तदुपभोगेन व्याख्यातम् ॥ कZ_०२.८.१७ ॥,তদুপভোগেন ব্যাখ্যাতম্ ॥ কZ_০২.৮.১৭ ॥,તદુપભોગેન વ્યાખ્યાતમ્ ॥ કZ_૦૨.૮.૧૭ ॥,ತದುಪಭೋಗೇನ ವ್ಯಾಖ್ಯಾತಮ್ ॥ ಕZ_೦೨.೮.೧೭ ॥,തദുപഭോഗേന വ്യാഖ്യാതമ് ॥ കZ_൦൨.൮.൧൭ ॥,తదుపభోగేన వ్యాఖ్యాతమ్ ॥ కZ_౦౨.౮.౧౭ ॥
Chapter 2.8,siddhamāyaṃ na praveśayati nibaddhaṃ vyayaṃ na prayacchati prāptāṃ nīvīṃ vipratijānīta ityapahāraḥ || KAZ_02.8.18 ||,सिद्धमायं न प्रवेशयति निबद्धं व्ययं न प्रयच्छति प्राप्तां नीवीं विप्रतिजानीत इत्यपहारः ॥ कZ_०२.८.१८ ॥,সিদ্ধমাযং ন প্রবেশযতি নিবদ্ধং ব্যযং ন প্রযচ্ছতি প্রাপ্তাং নীবীং বিপ্রতিজানীত ইত্যপহারঃ ॥ কZ_০২.৮.১৮ ॥,સિદ્ધમાયં ન પ્રવેશયતિ નિબદ્ધં વ્યયં ન પ્રયચ્છતિ પ્રાપ્તાં નીવીં વિપ્રતિજાનીત ઇત્યપહારઃ ॥ કZ_૦૨.૮.૧૮ ॥,ಸಿದ್ಧಮಾಯಂ ನ ಪ್ರವೇಶಯತಿ ನಿಬದ್ಧಂ ವ್ಯಯಂ ನ ಪ್ರಯಚ್ಛತಿ ಪ್ರಾಪ್ತಾಂ ನೀವೀಂ ವಿಪ್ರತಿಜಾನೀತ ಇತ್ಯಪಹಾರಃ ॥ ಕZ_೦೨.೮.೧೮ ॥,സിദ്ധമായം ന പ്രവേശയതി നിബദ്ധം വ്യയം ന പ്രയച്ഛതി പ്രാപ്താം നീവീം വിപ്രതിജാനീത ഇത്യപഹാരഃ ॥ കZ_൦൨.൮.൧൮ ॥,సిద్ధమాయం న ప్రవేశయతి నిబద్ధం వ్యయం న ప్రయచ్ఛతి ప్రాప్తాం నీవీం విప్రతిజానీత ఇత్యపహారః ॥ కZ_౦౨.౮.౧౮ ॥
Chapter 2.8,tatra dvādaśaguṇo daṇḍaḥ || KAZ_02.8.19 ||,तत्र द्वादशगुणो दण्डः ॥ कZ_०२.८.१९ ॥,তত্র দ্বাদশগুণো দণ্ডঃ ॥ কZ_০২.৮.১৯ ॥,તત્ર દ્વાદશગુણો દણ્ડઃ ॥ કZ_૦૨.૮.૧૯ ॥,ತತ್ರ ದ್ವಾದಶಗುಣೋ ದಣ್ಡಃ ॥ ಕZ_೦೨.೮.೧೯ ॥,തത്ര ദ്വാദശഗുണോ ദണ്ഡഃ ॥ കZ_൦൨.൮.൧൯ ॥,తత్ర ద్వాదశగుణో దణ్డః ॥ కZ_౦౨.౮.౧౯ ॥
Chapter 2.8,teṣāṃ haraṇopāyāścatvāriṃśat || KAZ_02.8.20 ||,तेषां हरणोपायाश्चत्वारिंशत् ॥ कZ_०२.८.२० ॥,তেষাং হরণোপাযাশ্চত্বারিংশত্ ॥ কZ_০২.৮.২০ ॥,તેષાં હરણોપાયાશ્ચત્વારિંશત્ ॥ કZ_૦૨.૮.૨૦ ॥,ತೇಷಾಂ ಹರಣೋಪಾಯಾಶ್ಚತ್ವಾರಿಂಶತ್ ॥ ಕZ_೦೨.೮.೨೦ ॥,തേഷാം ഹരണോപായാശ്ചത്വാരിംശത് ॥ കZ_൦൨.൮.൨൦ ॥,తేషాం హరణోపాయాశ్చత్వారింశత్ ॥ కZ_౦౨.౮.౨౦ ॥
Chapter 2.8,pūrvaṃ siddhaṃ paścādavatāritam paścātsiddhaṃ pūrvamavatāritaṃ sādhyaṃ na siddhamasādhyaṃ siddhaṃ siddhamasiddhaṃ kṛtamasiddhaṃ siddhaṃ kṛtamalpasiddhaṃ bahu kṛtam bahusiddhamalpaṃ kṛtamanyatsiddhamanyatkṛtamanyataḥ siddhamanyataḥ kṛtaṃ || KAZ_02.8.21a ||,पूर्वं सिद्धं पश्चादवतारितम् पश्चात्सिद्धं पूर्वमवतारितं साध्यं न सिद्धमसाध्यं सिद्धं सिद्धमसिद्धं कृतमसिद्धं सिद्धं कृतमल्पसिद्धं बहु कृतम् बहुसिद्धमल्पं कृतमन्यत्सिद्धमन्यत्कृतमन्यतः सिद्धमन्यतः कृतं ॥ कZ_०२.८.२१अ ॥,পূর্বং সিদ্ধং পশ্চাদবতারিতম্ পশ্চাত্সিদ্ধং পূর্বমবতারিতং সাধ্যং ন সিদ্ধমসাধ্যং সিদ্ধং সিদ্ধমসিদ্ধং কৃতমসিদ্ধং সিদ্ধং কৃতমল্পসিদ্ধং বহু কৃতম্ বহুসিদ্ধমল্পং কৃতমন্যত্সিদ্ধমন্যত্কৃতমন্যতঃ সিদ্ধমন্যতঃ কৃতং ॥ কZ_০২.৮.২১অ ॥,પૂર્વં સિદ્ધં પશ્ચાદવતારિતમ્ પશ્ચાત્સિદ્ધં પૂર્વમવતારિતં સાધ્યં ન સિદ્ધમસાધ્યં સિદ્ધં સિદ્ધમસિદ્ધં કૃતમસિદ્ધં સિદ્ધં કૃતમલ્પસિદ્ધં બહુ કૃતમ્ બહુસિદ્ધમલ્પં કૃતમન્યત્સિદ્ધમન્યત્કૃતમન્યતઃ સિદ્ધમન્યતઃ કૃતં ॥ કZ_૦૨.૮.૨૧અ ॥,ಪೂರ್ವಂ ಸಿದ್ಧಂ ಪಶ್ಚಾದವತಾರಿತಮ್ ಪಶ್ಚಾತ್ಸಿದ್ಧಂ ಪೂರ್ವಮವತಾರಿತಂ ಸಾಧ್ಯಂ ನ ಸಿದ್ಧಮಸಾಧ್ಯಂ ಸಿದ್ಧಂ ಸಿದ್ಧಮಸಿದ್ಧಂ ಕೃತಮಸಿದ್ಧಂ ಸಿದ್ಧಂ ಕೃತಮಲ್ಪಸಿದ್ಧಂ ಬಹು ಕೃತಮ್ ಬಹುಸಿದ್ಧಮಲ್ಪಂ ಕೃತಮನ್ಯತ್ಸಿದ್ಧಮನ್ಯತ್ಕೃತಮನ್ಯತಃ ಸಿದ್ಧಮನ್ಯತಃ ಕೃತಂ ॥ ಕZ_೦೨.೮.೨೧ಅ ॥,പൂര്വം സിദ്ധം പശ്ചാദവതാരിതമ് പശ്ചാത്സിദ്ധം പൂര്വമവതാരിതം സാധ്യം ന സിദ്ധമസാധ്യം സിദ്ധം സിദ്ധമസിദ്ധം കൃതമസിദ്ധം സിദ്ധം കൃതമല്പസിദ്ധം ബഹു കൃതമ് ബഹുസിദ്ധമല്പം കൃതമന്യത്സിദ്ധമന്യത്കൃതമന്യതഃ സിദ്ധമന്യതഃ കൃതം ॥ കZ_൦൨.൮.൨൧അ ॥,పూర్వం సిద్ధం పశ్చాదవతారితమ్ పశ్చాత్సిద్ధం పూర్వమవతారితం సాధ్యం న సిద్ధమసాధ్యం సిద్ధం సిద్ధమసిద్ధం కృతమసిద్ధం సిద్ధం కృతమల్పసిద్ధం బహు కృతమ్ బహుసిద్ధమల్పం కృతమన్యత్సిద్ధమన్యత్కృతమన్యతః సిద్ధమన్యతః కృతం ॥ కZ_౦౨.౮.౨౧అ ॥
Chapter 2.8,deyaṃ na dattamadeyaṃ dattaṃ kāle na dattamakāle dattamalpaṃ dattaṃ bahu kṛtam bahu dattamalpaṃ kṛtamanyaddattamanyatkṛtamanyato dattamanyataḥ kṛtaṃ || KAZ_02.8.21b ||,देयं न दत्तमदेयं दत्तं काले न दत्तमकाले दत्तमल्पं दत्तं बहु कृतम् बहु दत्तमल्पं कृतमन्यद्दत्तमन्यत्कृतमन्यतो दत्तमन्यतः कृतं ॥ कZ_०२.८.२१ब् ॥,দেযং ন দত্তমদেযং দত্তং কালে ন দত্তমকালে দত্তমল্পং দত্তং বহু কৃতম্ বহু দত্তমল্পং কৃতমন্যদ্দত্তমন্যত্কৃতমন্যতো দত্তমন্যতঃ কৃতং ॥ কZ_০২.৮.২১ব্ ॥,દેયં ન દત્તમદેયં દત્તં કાલે ન દત્તમકાલે દત્તમલ્પં દત્તં બહુ કૃતમ્ બહુ દત્તમલ્પં કૃતમન્યદ્દત્તમન્યત્કૃતમન્યતો દત્તમન્યતઃ કૃતં ॥ કZ_૦૨.૮.૨૧બ્ ॥,ದೇಯಂ ನ ದತ್ತಮದೇಯಂ ದತ್ತಂ ಕಾಲೇ ನ ದತ್ತಮಕಾಲೇ ದತ್ತಮಲ್ಪಂ ದತ್ತಂ ಬಹು ಕೃತಮ್ ಬಹು ದತ್ತಮಲ್ಪಂ ಕೃತಮನ್ಯದ್ದತ್ತಮನ್ಯತ್ಕೃತಮನ್ಯತೋ ದತ್ತಮನ್ಯತಃ ಕೃತಂ ॥ ಕZ_೦೨.೮.೨೧ಬ್ ॥,ദേയം ന ദത്തമദേയം ദത്തം കാലേ ന ദത്തമകാലേ ദത്തമല്പം ദത്തം ബഹു കൃതമ് ബഹു ദത്തമല്പം കൃതമന്യദ്ദത്തമന്യത്കൃതമന്യതോ ദത്തമന്യതഃ കൃതം ॥ കZ_൦൨.൮.൨൧ബ് ॥,దేయం న దత్తమదేయం దత్తం కాలే న దత్తమకాలే దత్తమల్పం దత్తం బహు కృతమ్ బహు దత్తమల్పం కృతమన్యద్దత్తమన్యత్కృతమన్యతో దత్తమన్యతః కృతం ॥ కZ_౦౨.౮.౨౧బ్ ॥
